Hellraiser	0093177	14564027
The Vanishing	0108473	14543394
Psycho III	0091799	14481606
Halloween III: Season of the Witch	0085636	14400000
Friday the 13th Part VIII: Jason Takes Manhattan	0097388	14343976
Godsend	0335121	14334645
See full summary	0134983	14218868
Prince of Darkness	0093777	14182492
Poltergeist III	0095889	14114488
Virus	0120458	14010690
Creepshow 2	0092796	14000000
Candyman: Farewell to the Flesh	0112625	13940383
The Thing	0084787	13782838
Haunted Castle	0278475	13651656
See full summary	0093075	13539458
Shaun of the Dead	0365748	13464388
See full summary	1045655	13350177
See full summary	0113690	13293081
Case 39	0795351	13248477
Feardotcom	0295254	13208023
Critters	0090887	13167232
They Live	0096256	13008928
Man's Best Friend	0107504	12974636
April Fool's Day	0090655	12947763
They	0283632	12693621
Jason X	0211443	12610731
House of 1000 Corpses	0251736	12583510
Silent House	1767382	12555230
Hellraiser III: Hell on Earth	0104409	12534961
See full summary	0113303	12201255
Let Me In	1228987	12134420
Visiting Hours	0083296	12111208
The Pagemaster	0110763	12039526
Frankenstein	0021884	12000000
The Gift	0219699	11994719
Sorority Row	1232783	11956207
Tales from the Hood	0114609	11797927
Halloween 4: The Return of Michael Myers	0095271	11642254
Graveyard Shift	0099697	11582891
Army of Darkness	0106308	11501093
Deep Rising	0118956	11146409
Hellbound: Hellraiser II	0095294	11090735
See full summary	0372873	10956379
Brotherhood of the Wolf	0237534	10928863
Pride and Prejudice and Zombies	1374989	10907291
The Darkness	1878841	10732841
Dracula: Dead and Loving It	0112896	10693649
Primeval	0772193	10596100
The Witches	0100944	10360553
Pandorum	1188729	10326062
House of the Dead	0317676	10199354
The Belko Experiment	1082807	10164675
Bats	0200469	10149779
See full summary	0084395	10100000
Cry_Wolf	0384286	10042266
See full summary	0080934	10000000
The Swarm	0078350	10000000
Bad Dreams	0094701	9797098
The Hidden	0093185	9747988
The Dark Half	0106664	9579068
Village of the Damned	0114852	9417567
Return of the Living Dead II	0095990	9205924
Body Parts	0101492	9188150
Dead Ringers	0094964	9134733
Warlock	0098622	9094451
Meet the Blacks	4191580	9093856
Cat's Eye	0088889	9000000
Deadly Friend	0090917	8988731
In the Mouth of Madness	0113409	8946600
Nightbreed	0100260	8862354
The Puppet Masters	0111003	8638072
Manhunter	0091474	8620929
Leprechaun	0107387	8556940
The Quiet Ones	2235779	8496112
Ghosts of Mars	0228333	8434601
Dr. Giggles	0104139	8403433
Nosferatu	0013442	8279017
The Blob	0094761	8247943
DeepStar Six	0097179	8143225
A Cure for Wellness	4731136	8103139
The Texas Chainsaw Massacre 2	0092076	8025872
Dead Calm	0097162	7825009
House II: The Second Story	0093220	7800000
Vampire Academy	1686821	7791146
Slither	0439815	7774730
The Return	0433442	7744785
The Collector	0844479	7706394
The Order	0304711	7659747
Maximum Overdrive	0091499	7433663
Witchboard	0090327	7369373
Bones	0166110	7307756
Phantasm II	0095863	7282851
The Green Inferno	2403021	7186670
Turistas	0454970	7025803
Bug	0470705	7006708
Children of the Corn II: The Final Sacrifice	0106557	6980986
Shut In	2582500	6883951
Willard	0310357	6852144
The Collection	1748227	6842058
Trick or Treat	0092112	6797218
The Forsaken	0245120	6755271
It Comes at Night	4695012	6592353
The Unholy	0096340	6337299
Evil Dead II	0092991	5923044
Night of the Living Dead	0100258	5835247
Victor Frankenstein	1976009	5773519
Leatherface: Texas Chainsaw Massacre III	0099994	5765562
Phantoms	0119891	5657370
Mary Reilly	0117002	5600000
Elvira: Mistress of the Dark	0095088	5596267
Bordello of Blood	0117826	5587855
Troll	0092115	5450815
See full summary	0105459	5430822
Monkey Shines	0095652	5344577
Alone in the Dark	0369226	5132655
The Beast from 20,000 Fathoms	0045546	5000000
Club Dread	0331953	4992159
Innocent Blood	0104511	4972818
Vamp	0092147	4941117
The Apparition	1433822	4930798
See full summary	0107009	4914692
Invaders from Mars	0091276	4884663
The Hunger	0085701	4800000
Incarnate	3216348	4790573
King Kong Lives	0091344	4711220
Mindhunters	0297284	4476235
Pumpkinhead	0095925	4385516
See full summary	0099817	4348368
See full summary	0100031	4347648
Brainscan	0109327	4264509
Popcorn	0102690	4205000
Twin Peaks: Fire Walk with Me	0105665	4160851
Idle Hands	0138510	4002955
Cat People	0034587	4000000
Godzilla 1985	0087344	4000000
Blood Feast	0056875	4000000
See full summary	0164686	4000000
P2	0804516	3992339
The Phantom of the Opera	0098090	3953745
My Demon Lover	0093589	3922273
Morgan	4520364	3912052
Warlock: The Armageddon	0108517	3902679
Critters 2	0094919	3813293
The Monster Squad	0093560	3769990
