Waltz with Bashir	1185616	2283276
L'illusionniste	0775489	2231024
See full summary	0107875	2144238
The Oscar Nominated Short Films 2013: Animation	2691524	2134206
Dragon Ball Z: Doragon bôru Z - Kami to Kami	2263944	1937804
The Nutcracker Prince	0100281	1781694
Battle for Terra	0858486	1647083
Vincent	0094269	1577480
See full summary	0104740	1368210
The Oscar Nominated Short Films: Animation	1839647	1350640
The Little Prince	1754656	1339152
GoBots: Battle of the Rock Lords	0091123	1338264
Babar: The Movie	0096869	1305187
See full summary	0104298	1119368
From Up on Poppy Hill	1798188	1000878
Wallace & Gromit: The Best of Aardman Animation	0118114	1000000
Cowboy Bebop: The Movie	0275277	999435
See full summary	0955411	938232
Ghost in the Shell 2: Innocence	0347246	924482
Santa vs. the Snowman 3D	0337714	920251
La tortue rouge	3666024	920057
Paprika	0851578	881302
Song of the Sea	1865505	850043
The Adventures of Mark Twain	0088678	849915
Kochadaiiyaan	2339505	817192
Pippi Longstocking	0119899	779200
See full summary	0109162	768488
Pokémon Heroes	0347791	744928
The Tale of the Princess Kaguya	2576852	695929
See full summary	6246170	694280
The Secret of Kells	0485601	686383
See full summary	0112389	669276
Metropolis	0293416	636830
The Wizard of Oz	0084458	612300
See full summary	0049367	600000
The Polar Express	0338348	584413
Delgo	0361500	511920
See full summary	0095894	504636
See full summary	0830199	462689
Bakemono no ko	4272866	446142
Akira	0094625	439162
Only Yesterday	0102587	415941
Suchîmubôi	0348121	410388
Omoide no Mânî	3398268	400295
Gandahar	0095525	370698
The Prophet	1640718	335030
Avril et le monde truqué	3422078	294313
My Life as a Zucchini	2321405	292279
Une vie de chat	1673702	287709
Chico & Rita	1235830	247455
My Dog Tulip	0843358	246574
Life, Animated	3917210	244031
See full summary	0120254	235766
Kingsglaive: Final Fantasy XV	5595168	233569
Miss Hokusai	3689910	216202
See full summary	0119346	203134
Spark: A Space Tail	3228088	190511
Puella Magi Madoka Magica the Movie Part 1: Beginnings	2205948	180440
Fullmetal Alchemist: The Sacred Star of Milos	1776196	177802
Chicago 10	0905979	176545
See full summary	1433540	165349
Hell and Back	2141773	156166
The Trumpet of the Swan	0206367	152525
The Congress	1821641	137815
Is the Man Who Is Tall Happy?	1817287	132409
Tokyo Godfathers	0388473	128985
Appleseed	0401233	124967
See full summary	0228687	116710
See full summary	0860906	113926
See full summary	0137201	113484
The Trouble with Terkel	1560987	107284
Kaptein Sabeltann	0390159	104443
Perfect Blue	0156887	99389
Jin-Roh: The Wolf Brigade	0193253	94591
Tower	5116410	94329
American: The Bill Hicks Story	1179947	90275
Summer Wars	1474276	78182
Fear(s) of the Dark	0792986	77876
Ernest & Celestine	1816518	71442
A Troll in Central Park	0108395	71368
See full summary	0108069	69870
See full summary	2073520	65975
My Entire High School Sinking Into the Sea	5538568	65250
Toys in the Attic	1342403	64918
See full summary	1506940	63516
Renaissance	0386741	63260
See full summary	1703049	62027
Gumby: The Movie	0113234	57100
Wings of Honneamise	0093207	55572
See full summary	1050739	55202
$9.99	0790799	52107
See full summary	0166090	49090
Gedo senki	0495596	48043
Lunacy	0407236	47957
O Menino e o Mundo	3183630	47618
See full summary	4485246	42237
Millennium Actress	0291350	37285
Tales of the Brothers Quay	0093025	35275
The Hero of Color City	0498351	31826
Phantom Boy	1856057	30987
The King and the Mockingbird	0079820	27513
Vampire Hunter D: Bloodlust	0216651	25521
A Grid-Iron Hero	0365288	25521
Evangerion shin gekijôban: Jo	0923811	23401
Hâmonî	3615204	23248
See full summary	3214002	23043
Rocks in My Pockets	2961890	22518
See full summary	3781476	21074
Mia et le Migou	0792978	16975
Le chat du rabbin	1355638	16659
See full summary	2320924	13385
Shaye & Kiki	0307456	12182
See full summary	0197633	11290
Le tableau	1891769	11229
Les contes de la nuit	1828229	10975
Terkel i knibe	0386820	10579
See full summary	0297753	7674
Spriggan	0164917	7420
Arjun: The Warrior Prince	2404027	7075
See full summary	1037116	6587
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman	1979172	5102
Yi chang ge ming zhong hai wei lai de ji ding yi de xing wei	2199727	4252
Thunder and the House of Magic	3148834	4091
See full summary	1748199	4080
Couleur de peau: Miel	1621766	4015
Apart	0898892	3161
Last Flight of the Champion	2709606	2220
Death of a Superhero	1384927	345
Cars 3	3606752	345
F is for Family	4326894	345
Rick and Morty	2861424	345
Family Guy	0182576	345
Despicable Me 3	3469046	345
Coco	2380307	345
Archer	1486217	345
The Simpsons	0096697	345
Attack on Titan	2560140	345
South Park	0121955	345
American Dad!	0397306	345
The Emoji Movie	4877122	345
Bob's Burgers	1561755	345
Resident Evil: Vendetta	5776208	345
Cowboy Bebop	0213338	345
Steven Universe	3061046	345
BoJack Horseman	3398228	345
Avatar: The Last Airbender	0417299	345
Futurama	0149460	345
SpongeBob SquarePants	0206512	345
Gravity Falls	1865718	345
Red Shoes & the 7 Dwarfs	4429160	345
Adventure Time	1305826	345
Wonder Woman	1186373	345
Paddington 2	4468740	345
A Stork's Journey	3823116	345
Leap!	2261287	345
Star Wars: Rebels	2930604	345
Samurai Jack	0278238	345
Star Wars: The Clone Wars	0458290	345
Death Note: Desu nôto	0877057	345
Justice League	0275137	345
The Legend of Korra	1695360	345
My Little Pony: The Movie	4131800	345
The Incredibles 2	3606756	345
See full summary	4466894	345
The Lion King	6105098	345
Ghost in the Shell	0113568	345
See full summary	5323662	345
Gekijôban Fairy Tail: Dragon Cry	6548966	345
One Punch Man: Wanpanman	4508902	345
See full summary	3014284	345
Batman: The Animated Series	0103359	345
Surf's Up 2: WaveMania	5513260	345
Toy Story 4	1979376	345
Young Justice	1641384	345
See full summary	6574146	345
Dragon Ball Super: Doragon bôru cho	4644488	345
Animal Crackers	4155534	345
Teen Titans: The Judas Contract	6315800	345
The Loud House	4859164	345
Ferdinand	3411444	345
Naruto: Shippûden	0988824	345
King of the Hill	0118375	345
Justice League Action	5419200	345
Hagane no renkinjutsushi	1355642	345
Dragon Ball Z	0214341	345
My Neighbor Totoro	0096283	345
Isle of Dogs	5104604	345
Vixen	4406248	345
Justice League Dark	2494376	345
How to Train Your Dragon 3	2386490	345
Phineas and Ferb	0852863	345
See full summary	5626028	345
My Little Pony: Friendship Is Magic	1751105	345
Star vs. the Forces of Evil	2758770	345
See full summary	2136138	345
One Piece	0388629	345
Grave of the Fireflies	0095327	345
Ultimate Spider-Man	1722512	345
Sherlock Gnomes	2296777	345
The Amazing World of Gumball	1942683	345
Teen Titans	0343314	345
Avengers Assemble	2455546	345
Over the Garden Wall	3718778	345
Tangled: The Series	4902964	345
The Lion Guard	3793630	345
DuckTales	5531466	345
