"movie"	"IMDb_id"	"gross"	"budget"	"roi"	"release_date"
"Tales from the Darkside: The Movie"	"0100740"	16324573	3500000	4.664163714285714	"1990-05-04"
"An American Haunting"	"0429573"	16298046	14000000	1.164146142857143	"2006-05-05"
"Black Christmas"	"0454082"	16235293	9000000	1.8039214444444445	"2006-12-25"
"Jennifer's Body"	1131734	16204793	16000000	1.0127995625	"2009-09-18"
"Wolf Creek"	"0416315"	16186348	1000000	16.186348	"2005-12-25"
"The Prophecy"	"0114194"	16115878	8000000	2.01448475	"1995-09-01"
"Jason Goes to Hell: The Final Friday"	"0107254"	15935068	3000000	5.311689333333334	"1993-08-13"
"Devil's Due"	2752758	15818967	7000000	2.2598524285714285	"2014-01-17"
"Wishmaster"	"0120524"	15719109	5000000	3.1438218	"1997-09-19"
"Leviathan"	"0097737"	15704614	25000000	0.62818456	"1989-03-17"
"Wrong Turn"	"0295700"	15417771	12600000	1.223632619047619	"2003-05-30"
"Needful Things"	"0107665"	15185672	0	0	"1993-08-27"
"Thinner"	"0117894"	15171475	8500000	1.784879411764706	"1996-10-25"
"The Last Exorcism Part II"	2034139	15152879	5000000	3.0305758	"2013-03-01"
"Halloween: The Curse of Michael Myers"	"0113253"	15126948	5000000	3.0253896	"1995-09-29"
"Firestarter"	"0087262"	15100000	15000000	1.0066666666666666	"1984-05-11"
"See No Evil"	"0437179"	15019200	8000000	1.8774	"2006-05-19"
"Child's Play 3"	"0103956"	14960255	13000000	1.1507888461538462	"1991-08-30"
"The Cave"	"0402901"	14888028	30000000	0.4962676	"2005-08-26"
"It Follows"	3235888	14673301	2000000	7.3366505	"2015-03-27"
"My Soul to Take"	"0872230"	14637490	25000000	0.5854996	"2010-10-08"
"Children of the Corn"	"0087050"	14600000	800000	18.25	"1984-03-09"
"Hellraiser"	"0093177"	14564027	1000000	14.564027	"1987-09-18"
"The Vanishing"	"0108473"	14543394	23000000	0.63232147826	"1993-02-05"
"Psycho III"	"0091799"	14481606	0	0	"1986-07-02"
"Halloween III: Season of the Witch"	"0085636"	14400000	2500000	5.76	"1982-10-22"
"Friday the 13th Part VIII: Jason Takes Manhattan"	"0097388"	14343976	5000000	2.8687952	"1989-07-28"
"Godsend"	"0335121"	14334645	25000000	0.5733858	"2004-04-30"
"See full summary"	"0134983"	14218868	90000000	0.15798742222222223	"2000-01-14"
"Prince of Darkness"	"0093777"	14182492	3000000	4.727497333333333	"1987-10-23"
"Poltergeist III"	"0095889"	14114488	10500000	1.3442369523809523	"1988-06-10"
"Virus"	"0120458"	14010690	75000000	0.1868092	"1999-01-15"
"Creepshow 2"	"0092796"	14000000	3500000	4.0	"1987-05-01"
"Candyman: Farewell to the Flesh"	"0112625"	13940383	0	0	"1995-03-17"
"The Thing"	"0084787"	13782838	15000000	0.9188558666666666	"1982-06-25"
"Haunted Castle"	"0278475"	13651656	0	0	"2001-02-23"
"See full summary"	"0093075"	13539458	2500000	5.4157832	"1987-05-15"
"Shaun of the Dead"	"0365748"	13464388	6100000	2.20727672131	"2004-09-24"
"See full summary"	1045655	13350177	5000000	2.6700354	"2008-10-31"
"See full summary"	"0113690"	13293081	12000000	1.10775675	"1995-08-25"
"Case 39"	"0795351"	13248477	26000000	0.5095568076923077	"2010-10-01"
"Feardotcom"	"0295254"	13208023	42000000	0.3144767380952381	"2002-08-30"
"Critters"	"0090887"	13167232	2000000	6.583616	"1986-04-11"
"They Live"	"0096256"	13008928	4000000	3.252232	"1988-11-04"
"Man's Best Friend"	"0107504"	12974636	6000000	2.1624393333333334	"1993-11-19"
"April Fool's Day"	"0090655"	12947763	5000000	2.5895526	"1986-03-28"
"They"	"0283632"	12693621	17000000	0.7466835882352941	"2002-11-27"
"Jason X"	"0211443"	12610731	11000000	1.146430090909091	"2002-04-26"
"House of 1000 Corpses"	"0251736"	12583510	7000000	1.7976442857142858	"2003-04-11"
"Silent House"	1767382	12555230	2000000	6.277615	"2012-03-09"
"Hellraiser III: Hell on Earth"	"0104409"	12534961	5000000	2.5069922	"1992-09-11"
"See full summary"	"0113303"	12201255	15000000	0.813417	"1995-03-03"
"Let Me In"	1228987	12134420	20000000	0.606721	"2010-10-01"
"Visiting Hours"	"0083296"	12111208	5500000	2.202037818181818	"1982-05-28"
"The Pagemaster"	"0110763"	12039526	27000000	0.44590837037037034	"1994-11-23"
"Frankenstein"	"0021884"	12000000	291000	41.23711340206186	"1931-11-21"
"The Gift"	"0219699"	11994719	10000000	1.1994719	"2001-01-19"
"Sorority Row"	1232783	11956207	16000000	0.7472629375	"2009-09-11"
"Tales from the Hood"	"0114609"	11797927	6000000	1.9663211666666667	"1995-05-24"
"Halloween 4: The Return of Michael Myers"	"0095271"	11642254	5000000	2.3284508	"1988-10-21"
"Graveyard Shift"	"0099697"	11582891	10500000	1.1031324761904762	"1990-10-26"
"Army of Darkness"	"0106308"	11501093	11000000	1.0455539090909092	"1993-02-19"
"Deep Rising"	"0118956"	11146409	45000000	0.24769797777777777	"1998-01-30"
"Hellbound: Hellraiser II"	"0095294"	11090735	3000000	3.696911666666667	"1988-12-23"
"See full summary"	"0372873"	10956379	35000000	0.3130394	"2007-09-14"
"Brotherhood of the Wolf"	"0237534"	10928863	29000000	0.3768573448275862	"2002-02-01"
"Pride and Prejudice and Zombies"	1374989	10907291	28000000	0.38954610714285715	"2016-02-05"
"The Darkness"	1878841	10732841	4000000	2.68321025	"2016-05-13"
"Dracula: Dead and Loving It"	"0112896"	10693649	30000000	0.35645496666666665	"1995-12-22"
"Primeval"	"0772193"	10596100	0	0	"2007-01-12"
"The Witches"	"0100944"	10360553	0	0	"1990-08-24"
"Pandorum"	1188729	10326062	33000000	0.3129109696969697	"2009-09-25"
"House of the Dead"	"0317676"	10199354	7000000	1.4570505714285715	"2003-10-10"
"The Belko Experiment"	1082807	10164675	5000000	2.032935	"2017-03-17"
"Bats"	"0200469"	10149779	5250000	1.933291238095238	"1999-10-22"
"Cry_Wolf"	"0384286"	10042266	1000000	10.042266	"2005-09-16"
"See full summary"	"0080934"	10000000	22000000	0.45454545454545453	"1980-06-13"
"The Swarm"	"0078350"	10000000	21000000	0.47619047619047616	"1978-07-14"
"Bad Dreams"	"0094701"	9797098	4000000	2.4492745	"1988-04-08"
"The Hidden"	"0093185"	9747988	0	0	"1987-10-30"
"The Dark Half"	"0106664"	9579068	15000000	0.6386045333333333	"1993-04-23"
"Village of the Damned"	"0114852"	9417567	22000000	0.4280712272727273	"1995-04-28"
"Return of the Living Dead II"	"0095990"	9205924	6200000	1.4848264516129033	"1988-01-15"
"Body Parts"	"0101492"	9188150	10000000	0.918815	"1991-08-02"
"Dead Ringers"	"0094964"	9134733	13000000	0.7026717692307692	"1988-09-23"
"Warlock"	"0098622"	9094451	7000000	1.2992072857142858	"1991-01-11"
"Meet the Blacks"	4191580	9093856	900000	10.104284444444444	"2016-04-01"
"Cat's Eye"	"0088889"	9000000	7000000	1.2857142857142858	"1985-04-12"
"Deadly Friend"	"0090917"	8988731	11000000	0.81715736363	"1986-10-10"
"In the Mouth of Madness"	"0113409"	8946600	8000000	1.118325	"1995-02-03"
"Nightbreed"	"0100260"	8862354	11000000	0.8056685454545455	"1990-02-16"
"The Puppet Masters"	"0111003"	8638072	0	0	"1994-10-21"
"Manhunter"	"0091474"	8620929	15000000	0.5747286	"1986-08-15"
"Leprechaun"	"0107387"	8556940	900000	9.507711111111112	"1993-01-08"
"The Quiet Ones"	2235779	8496112	200000	42.48056	"2014-04-25"
"Ghosts of Mars"	"0228333"	8434601	28000000	0.30123575	"2001-08-24"
"Dr. Giggles"	"0104139"	8403433	0	0	"1992-10-23"
"Nosferatu"	"0013442"	8279017	0	0	"1929-06-03"
"The Blob"	"0094761"	8247943	19000000	0.43410226315789474	"1988-08-05"
"DeepStar Six"	"0097179"	8143225	8000000	1.017903125	"1989-01-13"
"A Cure for Wellness"	4731136	8103139	40000000	0.202578475	"2017-02-17"
"The Texas Chainsaw Massacre 2"	"0092076"	8025872	4700000	1.707632340425532	"1986-08-22"
"Dead Calm"	"0097162"	7825009	10400000	0.75240471153	"1989-04-07"
"House II: The Second Story"	"0093220"	7800000	3000000	2.6	"1987-08-28"
"Vampire Academy"	1686821	7791146	30000000	0.25970486666666664	"2014-02-07"
"Slither"	"0439815"	7774730	15500000	0.5015954838709678	"2006-03-31"
"The Return"	"0433442"	7744785	15000000	0.516319	"2006-11-10"
"The Collector"	"0844479"	7706394	6000000	1.284399	"2009-07-31"
"The Order"	"0304711"	7659747	38000000	0.20157228947368422	"2003-09-05"
"Maximum Overdrive"	"0091499"	7433663	10000000	0.7433663	"1986-07-25"
"Witchboard"	"0090327"	7369373	2000000	3.6846865	"1987-03-13"
"Bones"	"0166110"	7307756	16000000	0.45673475	"2001-10-24"
"Phantasm II"	"0095863"	7282851	3000000	2.427617	"1988-07-08"
"The Green Inferno"	2403021	7186670	6000000	1.1977783333333334	"2015-09-25"
"Turistas"	"0454970"	7025803	10000000	0.7025803	"2006-12-01"
"Bug"	"0470705"	7006708	4000000	1.751677	"2007-05-25"
"Children of the Corn II: The Final Sacrifice"	"0106557"	6980986	900000	7.756651111111111	"1993-01-29"
"Shut In"	2582500	6883951	10000000	0.6883951	"2016-11-11"
"Willard"	"0310357"	6852144	22000000	0.3114610909090909	"2003-03-14"
"The Collection"	1748227	6842058	10000000	0.6842058	"2012-11-30"
"Trick or Treat"	"0092112"	6797218	0	0	"1986-10-24"
"The Forsaken"	"0245120"	6755271	15000000	0.4503514	"2001-04-27"
"It Comes at Night"	4695012	6592353	5000000	1.3184706	"2017-06-09"
"The Unholy"	"0096340"	6337299	0	0	"1988-04-22"
"Evil Dead II"	"0092991"	5923044	3600000	1.64529	"1987-03-13"
"Night of the Living Dead"	"0100258"	5835247	4200000	1.389344523809524	"1990-10-19"
"Victor Frankenstein"	1976009	5773519	40000000	0.144337975	"2015-11-25"
"Leatherface: Texas Chainsaw Massacre III"	"0099994"	5765562	0	0	"1990-01-12"
"Phantoms"	"0119891"	5657370	0	0	"1998-01-23"
"Mary Reilly"	"0117002"	5600000	47000000	0.11914893617021277	"1996-02-23"
"Elvira: Mistress of the Dark"	"0095088"	5596267	7500000	0.7461689333333333	"1988-09-30"
"Bordello of Blood"	"0117826"	5587855	13000000	0.429835	"1996-08-16"
"Troll"	"0092115"	5450815	1100000	4.955286363636364	"1986-01-17"
"See full summary"	"0105459"	5430822	7000000	0.7758317142857143	"1992-05-01"
"Monkey Shines"	"0095652"	5344577	7000000	0.763511	"1988-07-29"
"Alone in the Dark"	"0369226"	5132655	20000000	0.25663275	"2005-01-28"
"The Beast from 20,000 Fathoms"	"0045546"	5000000	210000	23.80952380952381	"1953-06-13"
"Club Dread"	"0331953"	4992159	8600000	0.5804836046511628	"2004-02-27"
"Innocent Blood"	"0104511"	4972818	0	0	"1992-09-25"
"Vamp"	"0092147"	4941117	3300000	1.497308181818182	"1986-07-18"
"The Apparition"	1433822	4930798	17000000	0.29004694117647056	"2012-08-24"
"See full summary"	"0107009"	4914692	12000000	0.40955766666666665	"1993-12-29"
"Invaders from Mars"	"0091276"	4884663	12000000	0.40705525	"1986-06-06"
"The Hunger"	"0085701"	4800000	0	0	"1983-04-29"
"Incarnate"	3216348	4790573	5000000	0.9581146	"2016-12-02"
"King Kong Lives"	"0091344"	4711220	10000000	0.471122	"1986-12-19"
"Mindhunters"	"0297284"	4476235	27000000	0.16578648148148148	"2005-05-13"
"Pumpkinhead"	"0095925"	4385516	3500000	1.2530045714285714	"1989-01-13"
"See full summary"	"0099817"	4348368	7000000	0.6211954285714286	"1990-09-28"
"Brainscan"	"0109327"	4264509	0	0	"1994-04-22"
"Popcorn"	"0102690"	4205000	0	0	"1991-02-01"
"Twin Peaks: Fire Walk with Me"	"0105665"	4160851	10000000	0.4160851	"1992-08-28"
"Idle Hands"	"0138510"	4002955	25000000	0.1601182	"1999-04-30"
"Cat People"	"0034587"	4000000	134000	29.850746268656717	"1942-12-25"
"Godzilla 1985"	"0087344"	4000000	2000000	2.0	"1985-08-23"
"Blood Feast"	"0056875"	4000000	24500	163.26530612244898	"1963-07-06"
"P2"	"0804516"	3992339	8000000	0.499042375	"2007-11-09"
"The Phantom of the Opera"	"0098090"	3953745	0	0	"1989-11-03"
"My Demon Lover"	"0093589"	3922273	0	0	"1987-04-24"
"Morgan"	4520364	3912052	8000000	0.4890065	"2016-09-02"
"Warlock: The Armageddon"	"0108517"	3902679	3000000	1.300893	"1993-09-24"
"Critters 2"	"0094919"	3813293	4500000	0.8473984444444445	"1988-04-29"
"The Monster Squad"	"0093560"	3769990	12000000	0.3141658333333333	"1987-08-14"
